ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
0.688,1.838,9.703,0.6864,1.7847,9.6184,0.0016,0.0533,0.0846,-3.37,0.52,14.23,1734,-31.23,71.99,-22.82,21.23,-10.49,-4.08,1,64.946,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,5,2018-11-08 11:27:38:894
1.092,2.097,10.277,0.5822,1.6163,9.655,0.5098,0.4807,0.622,6.77,16.75,13.25,1872,-28.52,74.06,-22.67,19.47,-9.2,-4.19,1,58.673,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,254,2018-11-08 11:27:39:143
-0.33,1.822,10.038,0.1426,1.9396,9.6119,-0.4036,-0.1636,0.2481,-0.99,18.01,3.87,2376,-24.54,76.33,-22.31,17.36,-11.41,-0.85,1,51.621,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,504,2018-11-08 11:27:39:393
-0.839,2.478,9.202,-0.1958,1.8745,9.6238,-0.6432,0.6035,-0.4218,0.83,12.41,3.66,2502,-22.55,77.17,-21.79,16.05,-11.49,-0.06,1,62.037,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,755,2018-11-08 11:27:39:644
-0.205,3.288,9.179,-0.1659,2.0827,9.5815,-0.0391,1.2053,-0.4025,3.41,-8.37,13.25,2428,-20.75,78.04,-21.43,14.84,-12.26,0.99,1,59.583,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,1005,2018-11-08 11:27:39:894
1.031,-0.139,11.687,0.5224,2.1996,9.5425,0.5086,-2.3386,2.1445,22.24,24.66,-1.86,1891,-20.12,78.08,-21.11,12.74,-13.48,-4.41,1,59.583,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,1255,2018-11-08 11:27:40:144
0.367,1.726,8.388,0.59,2.6535,9.4224,-0.223,-0.9275,-1.0344,-9.67,5.69,8.07,1776,-19.4,77.45,-21.31,12.39,-15.94,-3.71,1,51.629,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,1504,2018-11-08 11:27:40:393
1.32,2.732,11.423,0.3811,2.0896,9.5739,0.9389,0.6424,1.8491,-2.11,4.22,1.98,1813,-18.96,76.93,-21.11,13.23,-13.69,-0.64,1,62.709,48° 9‘  48.6337‘‘ N,11° 33‘  31.4456‘‘ E,541.7,NaN,0,5.3,0,25-Aug,1754,2018-11-08 11:27:40:643
2.078,-0.061,11.061,-0.4049,2.6152,9.4428,2.4829,-2.6762,1.6182,9.15,-4.8,10.17,1841,-18.52,75.97,-20.24,14.26,-15.55,2.66,1,57.329,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,2004,2018-11-08 11:27:40:893
0.035,2.348,7.908,-0.4106,2.9529,9.3425,0.4456,-0.6049,-1.4345,-28.08,-15.02,7.58,1668,-17.65,75.02,-19.04,13.93,-17.56,3.34,1,54.635,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,2255,2018-11-08 11:27:41:144
-0.999,2.392,11.046,-0.0151,2.432,9.5003,-0.9839,-0.04,1.5457,6.91,6.04,-4.87,1155,-16.77,72.98,-16.81,12.8,-14.36,0.09,1,54.635,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,2505,2018-11-08 11:27:41:394
0.519,1.464,9.085,0.1385,2.2,9.5557,0.3805,-0.736,-0.4707,-9.74,13.32,-12.99,823,-16.77,71.99,-14.66,12.63,-12.96,-1.87,1,52.042,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,2755,2018-11-08 11:27:41:644
-0.89,1.632,10.794,-0.1881,1.4134,9.7024,-0.7019,0.2186,1.0916,-27.94,-3.76,-2.84,773,-16.53,71.59,-11.39,13.3,-8.88,1.08,1,53.536,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,3004,2018-11-08 11:27:41:893
-0.532,0.347,9.122,-0.3091,1.117,9.7379,-0.2433,-0.5828,-1.5418,42.47,1.7,12.9,769,-16.37,71.55,-9.68,12.67,-6.14,1.87,1,67.878,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,3255,2018-11-08 11:27:42:144
-0.528,1.959,8.105,-0.0844,1.8019,9.6393,-0.4436,0.1571,-1.5343,7.61,-0.32,-7.04,803,-16.93,71.47,-8.44,13.46,-10.41,0.42,1,67.878,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,3505,2018-11-08 11:27:42:394
-0.059,2.426,10.907,0.027,1.7759,9.6445,-0.086,0.6501,1.2625,1.11,-29.72,-6.2,885,-18.08,71.79,-8.84,14.08,-10.64,0.98,1,67.805,48° 9‘  48.6337‘‘ N,11° 33‘  31.4353‘‘ E,541.7,NaN,0,5.3,0,25-Aug,3755,2018-11-08 11:27:42:644
0.055,1.257,7.7,0.6399,1.8736,9.6047,-0.5849,-0.6166,-1.9047,22.59,12.34,-1.86,931,-20.36,72.82,-11.15,14.48,-10.31,-4.3,1,68.094,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,4005,2018-11-08 11:27:42:894
0.428,2.789,8.863,-0.1144,2.1004,9.5784,0.5424,0.6886,-0.7154,-9.25,1.77,15.28,945,-21.31,73.26,-13.82,15.85,-12.53,0.38,1,66.741,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,4258,2018-11-08 11:27:43:147
-0.829,0.08,14.896,-0.5834,1.6171,9.6548,-0.2456,-1.5371,5.2412,-28.57,3.45,22.35,985,-20.92,74.18,-17.81,16.21,-10.47,3.41,1,66.741,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,4505,2018-11-08 11:27:43:394
-0.14,1.844,7.862,-0.2843,1.8842,9.6197,0.1443,-0.0402,-1.7577,-1.2,-13.76,1.43,975,-19.64,74.78,-19.72,15.13,-11.12,2.6,1,63.105,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,4755,2018-11-08 11:27:43:644
0.022,2.705,9.976,-0.0521,1.7197,9.6545,0.0741,0.9853,0.3215,-6.59,-18.38,-20.62,990,-16.26,75.1,-21.11,11.81,-10.14,0.56,1,63.895,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,5004,2018-11-08 11:27:43:893
0.84,1.288,8.401,0.2952,1.5212,9.6835,0.5448,-0.2332,-1.2825,25.32,5.41,-30.21,966,-14.63,74.19,-20.51,10.7,-7.7,-1.63,1,64.13,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,5254,2018-11-08 11:27:44:143
0.673,1.891,8.294,-0.1012,1.8445,9.6311,0.7742,0.0465,-1.3371,-4.21,9.12,-21.95,927,-13.71,71.4,-18.2,10.93,-10.93,0.37,1,64.13,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,5504,2018-11-08 11:27:44:393
-0.049,1.829,11.22,-0.2882,1.6594,9.6609,0.2392,0.1696,1.5591,5.72,12.76,-27.69,910,-14.63,70,-15.97,12.18,-9.69,1.65,1,65.107,48° 9‘  48.6337‘‘ N,11° 33‘  31.4285‘‘ E,541.7,NaN,0,5.4,0,25-Aug,5755,2018-11-08 11:27:44:644
0.537,0.662,9.52,-0.0104,1.7713,9.6454,0.5474,-1.1093,-0.1254,13.84,-16.56,-56.88,821,-19.33,68.97,-14.18,15.15,-10.3,0.24,1,61.946,48° 9‘  48.6337‘‘ N,11° 33‘  31.4388‘‘ E,541.7,NaN,0,5.5,0,25-Aug,6005,2018-11-08 11:27:44:894
-1.101,1.659,8.652,0.2652,1.9668,9.6037,-1.3662,-0.3078,-0.9517,-4,-13.69,-83.55,749,-23.83,67.93,-13.58,18.56,-11.6,-2.44,1,59.232,48° 9‘  48.6337‘‘ N,11° 33‘  31.4388‘‘ E,541.7,NaN,0,5.5,0,25-Aug,6255,2018-11-08 11:27:45:144
-1.287,-0.139,13.17,0.1816,1.6027,9.6731,-1.4686,-1.7417,3.4969,-28.29,-17.34,-65.28,664,-32.75,66.25,-13.94,25.85,-9.86,-1.15,1,67.178,48° 9‘  48.6337‘‘ N,11° 33‘  31.4388‘‘ E,541.7,NaN,0,5.5,0,25-Aug,6505,2018-11-08 11:27:45:394
0.293,1.242,7.65,0.692,1.5196,9.6634,-0.399,-0.2776,-2.0134,15.59,-2.63,-30.14,555,-38.05,65.53,-14.7,28.44,-8.3,-4.31,1,67.178,48° 9‘  48.6337‘‘ N,11° 33‘  31.4388‘‘ E,541.7,NaN,0,5.5,0,25-Aug,6755,2018-11-08 11:27:45:644
-0.173,1.782,8.459,0.418,1.8536,9.6208,-0.591,-0.0716,-1.1618,16.92,21.3,-0.81,526,-44.02,64.75,-16.21,32.77,-10.9,-2.49,1,66.977,48° 9‘  48.6337‘‘ N,11° 33‘  31.4628‘‘ E,541.7,NaN,0,5.5,0,25-Aug,7005,2018-11-08 11:27:45:894
-0.559,2.406,8.431,-0.269,2.4968,9.4797,-0.29,-0.0908,-1.0487,-17.37,3.03,9.68,517,-45.91,63.37,-16.93,35.25,-14.64,0.28,1,67.121,48° 9‘  48.6337‘‘ N,11° 33‘  31.4628‘‘ E,541.7,NaN,0,5.5,0,25-Aug,7255,2018-11-08 11:27:46:144
-1.194,2.277,6.112,-0.2316,1.5316,9.6835,-0.9624,0.7454,-3.5715,27.84,-7.6,-20.69,495,-47.23,59.19,-16.89,37.96,-8.98,1.37,1,66.461,48° 9‘  48.6337‘‘ N,11° 33‘  31.4628‘‘ E,541.7,NaN,0,5.5,0,25-Aug,7505,2018-11-08 11:27:46:394
-0.667,2.312,8.777,0.2263,2.1968,9.5548,-0.8933,0.1152,-0.7778,24.69,-16,-27.48,471,-47.96,56.23,-15.61,39.33,-11.73,-0.97,1,66.461,48° 9‘  48.6337‘‘ N,11° 33‘  31.4628‘‘ E,541.7,NaN,0,5.5,0,25-Aug,7755,2018-11-08 11:27:46:644
1.006,2.065,7.901,0.3776,1.3384,9.7076,0.6284,0.7266,-1.8066,-15.76,0.73,34.88,465,-49.03,51.95,-13.18,42.14,-7.84,-2.23,1,67.172,48° 9‘  48.6337‘‘ N,11° 33‘  31.4731‘‘ E,541.7,NaN,0,5.6,0,25-Aug,8005,2018-11-08 11:27:46:894
0.736,1.076,9.173,0.1619,1.42,9.7019,0.5741,-0.344,-0.5289,1.52,10.38,33.83,447,-50.02,50.15,-11.31,44.09,-8.36,-1.62,1,67.904,48° 9‘  48.6337‘‘ N,11° 33‘  31.4731‘‘ E,541.7,NaN,0,5.6,0,25-Aug,8255,2018-11-08 11:27:47:144
-0.184,0.681,13.485,0.2682,1.4298,9.6981,-0.4522,-0.7488,3.7869,-18.56,-24.05,-7.89,428,-52.34,48.63,-8.6,45.98,-8.38,-1.58,1,69.094,48° 9‘  48.6337‘‘ N,11° 33‘  31.4731‘‘ E,541.7,NaN,0,5.6,0,25-Aug,8504,2018-11-08 11:27:47:393
-0.4,1.657,7.831,0.1106,1.2288,9.7287,-0.5106,0.4282,-1.8977,9.71,1.56,2.62,418,-54.82,48.41,-6.65,48.5,-6.51,-0.79,1,68.51,48° 9‘  48.6337‘‘ N,11° 33‘  31.4731‘‘ E,541.7,NaN,0,5.6,0,25-Aug,8754,2018-11-08 11:27:47:643
-1.15,2.216,9.535,-0.0361,1.3013,9.7199,-1.1139,0.9147,-0.1849,-4.7,17.24,4.36,410,-58.56,48.37,-3.5,50.83,-7.63,0.21,1,68.51,48° 9‘  48.6337‘‘ N,11° 33‘  31.4937‘‘ E,541.7,NaN,0,5.7,0,25-Aug,9005,2018-11-08 11:27:47:894
1.11,1.514,9.852,0.0478,0.7406,9.7785,1.0622,0.7734,0.0735,-2.6,-2.77,19.62,396,-61.46,48.98,-2.43,51.23,-4.74,0.09,1,68.885,48° 9‘  48.6337‘‘ N,11° 33‘  31.4937‘‘ E,541.7,NaN,0,5.7,0,25-Aug,9254,2018-11-08 11:27:48:143
0.201,0.89,8.927,-0.0852,1.1605,9.7374,0.2862,-0.2705,-0.8104,9.22,11.29,17.24,394,-65.14,51.55,-1.35,51.5,-6.73,0.4,1,68.031,48° 9‘  48.6337‘‘ N,11° 33‘  31.4937‘‘ E,541.7,NaN,0,5.7,0,25-Aug,9505,2018-11-08 11:27:48:394
0.414,1.587,11.562,0.0161,0.9367,9.7618,0.3979,0.6503,1.8002,33.79,9.19,-4.18,385,-67.21,53.62,-1.83,51.16,-6.05,-0.25,1,67.89,48° 9‘  48.6337‘‘ N,11° 33‘  31.4937‘‘ E,541.7,NaN,0,5.7,0,25-Aug,9754,2018-11-08 11:27:48:643
0.071,1.216,6.283,-0.0326,1.064,9.7487,0.1036,0.152,-3.4657,20.98,-17.4,-13.9,371,-70.08,56.61,-4.06,50.81,-6.23,0.19,1,65.477,48° 9‘  48.6337‘‘ N,11° 33‘  31.5177‘‘ E,541.6,NaN,0,5.8,0,25-Aug,10004,2018-11-08 11:27:48:893
-0.698,1.165,11.148,0.0572,1.4048,9.7053,-0.7552,-0.2398,1.4427,-15.76,8.84,-24.82,376,-71.24,57.76,-6.17,50.5,-8.73,-1.05,1,65.477,48° 9‘  48.6337‘‘ N,11° 33‘  31.5177‘‘ E,541.6,NaN,0,5.8,0,25-Aug,10254,2018-11-08 11:27:49:143
0.891,1.275,9.192,-0.0435,0.6684,9.7837,0.9345,0.6066,-0.5917,-3.58,16.26,17.24,358,-72.67,58.84,-10.79,50.79,-3.91,0.25,1,67.774,48° 9‘  48.6337‘‘ N,11° 33‘  31.5177‘‘ E,541.6,NaN,0,5.8,0,25-Aug,10504,2018-11-08 11:27:49:393
1.899,1.203,8.741,-0.1391,1.093,9.7446,2.0381,0.11,-1.0036,2.29,-39.66,-0.6,348,-72.59,59.28,-13.78,50.96,-6.37,3.19,1,68.407,48° 9‘  48.6337‘‘ N,11° 33‘  31.5177‘‘ E,541.6,NaN,0,5.8,0,25-Aug,10754,2018-11-08 11:27:49:643
-0.235,2.114,11.584,0.2955,1.4011,9.7015,-0.5305,0.7129,1.8825,-2.11,-2.35,-34.69,358,-72.71,58.12,-18.25,50.22,-8.21,-1.74,1,68.622,48° 9‘  48.6200‘‘ N,11° 33‘  31.5349‘‘ E,541.6,NaN,0,5.9,0,25-Aug,11004,2018-11-08 11:27:49:893
-0.245,2.335,6.513,0.1576,1.1297,9.7401,-0.4026,1.2053,-3.2271,8.52,-15.37,-12.99,330,-72.94,55.61,-20.68,51.48,-6.05,-0.49,1,68.622,48° 9‘  48.6200‘‘ N,11° 33‘  31.5349‘‘ E,541.6,NaN,0,5.9,0,25-Aug,11255,2018-11-08 11:27:50:144
0.85,0.95,13.368,0.1793,1.5193,9.6866,0.6707,-0.5693,3.6814,-16.88,-7.39,-22.51,326,-71.99,51.15,-22.75,52.85,-9.32,-0.99,1,66.992,48° 9‘  48.6200‘‘ N,11° 33‘  31.5349‘‘ E,541.6,NaN,0,5.9,0,25-Aug,11505,2018-11-08 11:27:50:394
2.078,1.86,9.229,0.1188,0.865,9.7677,1.9592,0.995,-0.5387,-5.82,-4.18,-14.47,307,-69.56,48.2,-24.02,54.49,-5.71,0.47,1,64.773,48° 9‘  48.6200‘‘ N,11° 33‘  31.5349‘‘ E,541.6,NaN,0,5.9,0,25-Aug,11755,2018-11-08 11:27:50:644
1.375,1.839,8.216,-0.0736,1.7072,9.6566,1.4486,0.1318,-1.4406,9.43,-26.99,-31.47,303,-64.94,43.82,-23.62,54.18,-9.81,1.08,1,65.272,48° 9‘  48.6200‘‘ N,11° 33‘  31.5555‘‘ E,541.6,NaN,0,6,0,25-Aug,12005,2018-11-08 11:27:50:894
-2.358,0.083,15.013,-0.1627,1.2538,9.7248,-2.1953,-1.1708,5.2882,-2.81,15.28,-51.07,306,-60.25,39.74,-23.58,53.68,-8.75,-1.93,1,65.272,48° 9‘  48.6200‘‘ N,11° 33‘  31.5555‘‘ E,541.6,NaN,0,6,0,25-Aug,12255,2018-11-08 11:27:51:144
0.33,0.971,10.863,0.5456,1.2319,9.7137,-0.2156,-0.2609,1.1493,-26.75,-39.17,-68.29,289,-51.01,34.92,-23.38,52.63,-7.74,-2.66,1,62.472,48° 9‘  48.6200‘‘ N,11° 33‘  31.5555‘‘ E,541.6,NaN,0,6,0,25-Aug,12505,2018-11-08 11:27:51:394
0.376,0.412,10.805,0.4122,1.0603,9.7404,-0.0362,-0.6483,1.0646,-10.02,-45.05,-34.34,266,-43.48,33.77,-23.7,48.97,-6.8,-1.77,1,64.762,48° 9‘  48.6200‘‘ N,11° 33‘  31.5555‘‘ E,541.6,NaN,0,6,0,25-Aug,12755,2018-11-08 11:27:51:644
0.954,1.178,9.457,0.8427,0.925,9.7265,0.1113,0.253,-0.2695,-8.9,-2.63,-32.38,259,-33.04,33.73,-23.9,40.26,-5.41,-4.95,1,64.128,48° 9‘  48.6200‘‘ N,11° 33‘  31.5658‘‘ E,541.6,NaN,0,6.1,0,25-Aug,13004,2018-11-08 11:27:51:893
0.067,1.385,9.586,0.6508,1.1064,9.7223,-0.5838,0.2786,-0.1363,14.96,13.81,1.56,254,-28.03,34.72,-24.18,34.56,-5.86,-4.92,1,64.128,48° 9‘  48.6200‘‘ N,11° 33‘  31.5658‘‘ E,541.6,NaN,0,6.1,0,25-Aug,13255,2018-11-08 11:27:52:144
1.165,2.408,9.724,0.3467,1.9011,9.6144,0.8183,0.5069,0.1096,7.47,10.1,0.45,243,-22.13,36.23,-24.86,27.53,-11.07,-2.25,1,67.658,48° 9‘  48.6200‘‘ N,11° 33‘  31.5658‘‘ E,541.6,NaN,0,6.1,0,25-Aug,13505,2018-11-08 11:27:52:394
-1.625,1.355,10.283,-0.1379,1.6411,9.6674,-1.4871,-0.2861,0.6156,3.48,-14.25,-16.21,229,-20.36,37.45,-25.01,25.96,-10.47,-0.15,1,66.94,48° 9‘  48.6200‘‘ N,11° 33‘  31.5658‘‘ E,541.6,NaN,0,6.1,0,25-Aug,13754,2018-11-08 11:27:52:643
-0.725,1.523,7.8,-0.1702,1.5084,9.6885,-0.5548,0.0146,-1.8885,6.28,-3.4,-11.87,214,-20.08,38.57,-24.22,25.84,-8.71,0.98,1,64.307,48° 9‘  48.6200‘‘ N,11° 33‘  31.5829‘‘ E,541.6,NaN,0,6.2,0,25-Aug,14004,2018-11-08 11:27:52:893
-0.878,1.79,9.848,-0.0951,1.5964,9.6754,-0.7829,0.1936,0.1726,-13.52,-25.94,24.73,207,-21.28,37.85,-22.43,27.53,-9.51,1.04,1,59.565,48° 9‘  48.6200‘‘ N,11° 33‘  31.5829‘‘ E,541.6,NaN,0,6.2,0,25-Aug,14255,2018-11-08 11:27:53:144
2.075,1.715,7.715,0.4878,0.9743,9.7459,1.5872,0.7407,-2.0309,1.11,8.42,29.28,203,-25.12,36.16,-19.44,32.37,-5.68,-2.97,1,59.565,48° 9‘  48.6200‘‘ N,11° 33‘  31.5829‘‘ E,541.6,NaN,0,6.2,0,25-Aug,14505,2018-11-08 11:27:53:394
0.122,1.656,8.066,-0.5087,1.3603,9.6985,0.6307,0.2957,-1.6325,17.97,23.89,46.99,200,-26.73,35.72,-18.68,35.84,-7.08,1.36,1,57.655,48° 9‘  48.6200‘‘ N,11° 33‘  31.5829‘‘ E,541.6,NaN,0,6.2,0,25-Aug,14755,2018-11-08 11:27:53:644
0.105,3.32,10.009,-0.0617,1.7851,9.6426,0.1667,1.5349,0.3664,18.74,7.44,-16.98,196,-31.32,34.72,-15.73,39.8,-10.25,0.19,1,57.393,48° 9‘  48.6200‘‘ N,11° 33‘  31.6070‘‘ E,541.6,NaN,0,6.3,0,25-Aug,15005,2018-11-08 11:27:53:894
-0.699,2.048,7.116,-0.174,1.6688,9.6621,-0.525,0.3792,-2.5461,17.41,-18.73,7.79,195,-34.79,34.92,-13.94,44,-8.56,1.34,1,59.213,48° 9‘  48.6200‘‘ N,11° 33‘  31.6070‘‘ E,541.6,NaN,0,6.3,0,25-Aug,15255,2018-11-08 11:27:54:144
-0.543,3.486,7.99,0.2096,2.2586,9.5407,-0.7526,1.2274,-1.5507,3.27,-0.18,-19.43,181,-39.58,35.67,-11.27,46.46,-13.32,-1.26,1,58.842,48° 9‘  48.6200‘‘ N,11° 33‘  31.6070‘‘ E,541.6,NaN,0,6.3,0,25-Aug,15504,2018-11-08 11:27:54:393
1.067,2.34,8.322,-0.3484,1.4195,9.6971,1.4154,0.9205,-1.3751,-16.67,-5.22,39.29,179,-42.64,35.7,-10.19,49.55,-8.59,1.69,1,58.842,48° 9‘  48.6200‘‘ N,11° 33‘  31.6070‘‘ E,541.6,NaN,0,6.3,0,25-Aug,15755,2018-11-08 11:27:54:644
0.527,1.266,7.538,-0.3241,1.7555,9.6428,0.8511,-0.4895,-2.1048,14.26,10.66,27.53,175,-46.04,36.44,-10.19,51.43,-10.18,1.9,1,61.698,48° 9‘  48.6337‘‘ N,11° 33‘  31.6276‘‘ E,541.6,NaN,0,6.4,0,25-Aug,16004,2018-11-08 11:27:54:893
-0.764,1.172,13.598,0.0109,1.5613,9.6816,-0.7749,-0.3893,3.9164,-25.98,-8.44,-15.79,169,-47.86,36.56,-10.75,51.43,-9.4,0.06,1,61.452,48° 9‘  48.6337‘‘ N,11° 33‘  31.6276‘‘ E,541.6,NaN,0,6.4,0,25-Aug,16254,2018-11-08 11:27:55:143
