ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.4,1.904,7.026,-0.2325,1.2306,9.7264,-0.1675,0.6734,-2.7004,16.71,6.39,-6.76,169,-51.04,37.28,-12.47,53.41,-7.02,1.27,1,62.687,48° 9‘  48.6337‘‘ N,11° 33‘  31.6276‘‘ E,541.6,NaN,0,6.4,0,25-Aug,16504,2018-11-08 11:27:55:393
-1.389,2.413,8.321,-0.5066,1.827,9.6216,-0.8824,0.586,-1.3006,-13.52,-4.94,2.97,151,-52.6,37.84,-14.34,53.65,-10.02,2.61,1,62.687,48° 9‘  48.6337‘‘ N,11° 33‘  31.6276‘‘ E,541.6,NaN,0,6.4,0,25-Aug,16755,2018-11-08 11:27:55:644
1.081,2.052,5.957,-0.4788,1.3382,9.7031,1.5598,0.7138,-3.7461,14.12,-1.93,24.94,146,-53.5,40.28,-19.2,52.23,-7.44,2.93,1,62.709,48° 9‘  48.6337‘‘ N,11° 33‘  31.6447‘‘ E,541.6,NaN,0,6.5,0,25-Jul,17004,2018-11-08 11:27:55:893
1.276,2.09,7.973,-0.7501,2.0762,9.555,2.0261,0.0138,-1.5819,23.57,9.68,16.61,138,-52.38,43.43,-23.02,49.28,-10.54,3.51,1,65.526,48° 9‘  48.6337‘‘ N,11° 33‘  31.6447‘‘ E,541.6,NaN,0,6.5,0,25-Jul,17254,2018-11-08 11:27:56:143
-2.876,1.441,13.357,0.0194,1.2232,9.73,-2.8954,0.2178,3.627,13.98,-3.76,-8.93,141,-46.45,47.85,-29.32,41.87,-7.17,-0.11,1,68.334,48° 9‘  48.6337‘‘ N,11° 33‘  31.6447‘‘ E,541.6,NaN,0,6.5,0,25-Jul,17504,2018-11-08 11:27:56:393
-0.661,1.461,6.837,0.3197,1.9629,9.6029,-0.9807,-0.5019,-2.7659,20.07,5.97,-17.76,149,-41.15,51.47,-34.34,35.04,-9.59,-2.56,1,67.512,48° 9‘  48.6337‘‘ N,11° 33‘  31.6447‘‘ E,541.6,NaN,0,6.5,0,25-Jul,17755,2018-11-08 11:27:56:644
0.483,3.755,13.678,0.2949,1.714,9.6512,0.1881,2.041,4.0268,-6.1,13.25,39.36,146,-29.72,55.58,-40.95,24.7,-10.07,-1.75,1,67.512,48° 9‘  48.6337‘‘ N,11° 33‘  31.6722‘‘ E,541.6,NaN,0,6.6,0,25-Jul,18004,2018-11-08 11:27:56:893
0.726,2.049,6.454,0.074,1.6511,9.6664,0.652,0.3979,-3.2124,27.21,7.02,15.91,143,-19.48,57.49,-43.66,16.49,-8.42,-0.51,1,67.243,48° 9‘  48.6337‘‘ N,11° 33‘  31.6722‘‘ E,541.6,NaN,0,6.6,0,25-Jul,18254,2018-11-08 11:27:57:143
1.71,0.779,13.732,0.1947,1.7944,9.6391,1.5153,-1.0154,4.0929,-36.34,-12.85,-13.69,146,-3.75,56.81,-43.7,2.98,-11.56,-0.83,1,67.325,48° 9‘  48.6337‘‘ N,11° 33‘  31.6722‘‘ E,541.6,NaN,0,6.6,0,25-Jul,18504,2018-11-08 11:27:57:393
0.635,2.129,9.25,-0.188,1.8597,9.6269,0.823,0.2693,-0.3769,-12.47,22.42,5.06,154,5.95,54.44,-41.47,354.14,-10.27,-0.28,1,67.515,48° 9‘  48.6337‘‘ N,11° 33‘  31.6722‘‘ E,541.6,NaN,0,6.6,0,25-Jul,18754,2018-11-08 11:27:57:643
-1.544,2.27,8.634,-0.0922,2.1641,9.5644,-1.4518,0.1059,-0.9304,2.15,-1.58,-40.43,175,16.97,49.12,-34.78,343.18,-12.75,0.34,1,67.515,48° 9‘  48.6337‘‘ N,11° 33‘  31.6997‘‘ E,541.6,NaN,0,6.8,0,25-Jun,19005,2018-11-08 11:27:57:894
2.065,0.018,17.027,0.0419,1.5814,9.6782,2.0231,-1.5634,7.3488,-24.65,-11.87,-9.21,213,21.83,44.39,-29.2,335.03,-12.27,-1.65,1,68.317,48° 9‘  48.6337‘‘ N,11° 33‘  31.6997‘‘ E,541.6,NaN,0,6.8,0,25-Jun,19255,2018-11-08 11:27:58:144
0.669,1.565,8.902,0.3361,1.5911,9.6709,0.3329,-0.0261,-0.7689,5.86,2.82,-39.87,290,23.99,39.01,-20.83,329.33,-9.3,-2.09,1,66.564,48° 9‘  48.6337‘‘ N,11° 33‘  31.6997‘‘ E,541.6,NaN,0,6.8,0,25-Jun,19505,2018-11-08 11:27:58:394
0.753,2.876,11.804,0.3346,1.6455,9.6618,0.4184,1.2305,2.1422,1.24,-2.63,-11.1,316,21.74,36.31,-17.13,329.72,-9.76,-1.2,1,68.889,48° 9‘  48.6337‘‘ N,11° 33‘  31.6997‘‘ E,541.6,NaN,0,6.8,0,25-Jun,19755,2018-11-08 11:27:58:644
-1.262,1.161,8.543,-0.0294,2.0215,9.596,-1.2326,-0.8605,-1.053,13,-0.89,-4.1,323,16.31,34.32,-13.1,336,-11.69,0.02,1,66.326,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,25-Apr,20005,2018-11-08 11:27:58:894
-1.582,2.521,9.203,0.1398,1.8199,9.6353,-1.7218,0.7011,-0.4323,-9.18,4.15,2.82,333,11.63,34.03,-12.39,340.97,-11.32,-1.41,1,66.326,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,25-Apr,20255,2018-11-08 11:27:59:144
0.033,1.781,11.868,0.5909,1.8112,9.6198,-0.5579,-0.0302,2.2482,-14.64,-22.3,7.86,332,3.39,35.13,-13.1,354.18,-10.83,-3.33,1,64.138,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,25-Apr,20505,2018-11-08 11:27:59:394
-0.16,1.023,8.799,0.4492,1.583,9.6676,-0.5971,-0.5831,-0.7044,10.2,20.74,39.99,329,-1.42,35.96,-13.86,0.05,-9.23,-3.94,1,63.622,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,25-Apr,20755,2018-11-08 11:27:59:644
0.263,1.417,11.081,-0.0594,1.358,9.712,0.3224,0.059,1.369,-12.26,23.75,64.63,318,-6.95,36.11,-14.54,10.51,-8.21,0.04,1,63.195,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,0 / 25,21005,2018-11-08 11:27:59:894
-0.363,-0.198,9.945,-0.4521,1.183,9.7245,0.0891,-1.381,0.2205,24.9,18.08,106.9,280,-10.45,35.99,-14.7,15.78,-7.53,2.42,1,63.195,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,0 / 25,21257,2018-11-08 11:28:00:146
-0.206,1.307,8.789,-0.285,1.6509,9.6625,0.079,-0.3439,-0.8735,27.7,-4.03,87.24,263,-16.86,36.38,-15.05,24.86,-9.18,2.08,1,58.109,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,0 / 25,21505,2018-11-08 11:28:00:394
1.454,2.359,10.323,-0.0449,2.0123,9.5979,1.4989,0.3467,0.7251,2.99,-33.29,26.83,265,-21.89,37.26,-15.38,30.19,-11.71,2.83,1,69.419,48° 9‘  48.6337‘‘ N,11° 33‘  31.7168‘‘ E,541.6,NaN,0,6.9,0,0 / 25,21755,2018-11-08 11:28:00:644
-0.5,1.242,9.977,0.5953,2.3346,9.5061,-1.0953,-1.0926,0.4709,16.43,19.83,70.23,276,-28.46,39.65,-14.66,32.23,-13.77,-3.58,1,68.329,48° 9‘  48.5788‘‘ N,11° 33‘  31.8851‘‘ E,541.6,NaN,0,7.1,0,25-Apr,22005,2018-11-08 11:28:00:894
0.39,1.55,10.082,-0.1681,2.2253,9.5494,0.5581,-0.6753,0.5326,-4.56,57.56,110.34,245,-32.29,41.4,-14.1,36.15,-13.56,-1.39,1,68.329,48° 9‘  48.5788‘‘ N,11° 33‘  31.8851‘‘ E,541.6,NaN,0,7.1,0,25-Apr,22254,2018-11-08 11:28:01:143
1.415,2.308,9.355,0.0997,2.5095,9.4796,1.3153,-0.2015,-0.1246,12.44,12.83,60.43,236,-36.04,45.58,-13.22,36.83,-14.83,-0.6,1,64.151,48° 9‘  48.5788‘‘ N,11° 33‘  31.8851‘‘ E,541.6,NaN,0,7.1,0,25-Apr,22504,2018-11-08 11:28:01:393
-0.336,1.803,9.981,0.2112,2.5828,9.4581,-0.5472,-0.7798,0.5229,6.84,32.71,42.93,240,-37.75,48.73,-12.98,36.27,-15.66,-2.19,1,60.451,48° 9‘  48.5788‘‘ N,11° 33‘  31.8851‘‘ E,541.6,NaN,0,7.1,0,25-Apr,22754,2018-11-08 11:28:01:643
-2.081,1.764,9.926,0.0662,2.5786,9.4613,-2.1472,-0.8146,0.4647,12.72,12.55,74.99,239,-38.34,53.66,-12.62,34.28,-15.11,-0.45,1,66.975,48° 9‘  48.5513‘‘ N,11° 33‘  31.9984‘‘ E,541.6,NaN,0,7.3,0,25-Apr,23004,2018-11-08 11:28:01:893
0.446,1.065,9.935,0.09,2.543,9.4708,0.356,-1.478,0.4642,-1.69,47.13,120.48,242,-37.46,56.77,-12.55,32.08,-15.55,-1.14,1,66.975,48° 9‘  48.5513‘‘ N,11° 33‘  31.9984‘‘ E,541.6,NaN,0,7.3,0,25-Apr,23254,2018-11-08 11:28:02:143
0.121,1.139,11.647,-0.5451,1.9093,9.6035,0.6661,-0.7703,2.0435,-19.75,-4.24,137.08,245,-34.47,60.79,-13.78,29.31,-11.64,3.84,1,66.771,48° 9‘  48.5513‘‘ N,11° 33‘  31.9984‘‘ E,541.6,NaN,0,7.3,0,25-Apr,23504,2018-11-08 11:28:02:393
-0.12,1.361,9.158,-0.2269,2.2615,9.5396,0.1069,-0.9005,-0.3816,3.48,5.83,81.71,265,-30.99,63.66,-14.9,25.71,-12.73,2.11,1,65.815,48° 9‘  48.5513‘‘ N,11° 33‘  31.9984‘‘ E,541.6,NaN,0,7.3,0,25-Apr,23754,2018-11-08 11:28:02:643
0.67,1.349,8.98,-0.1198,2.3195,9.5276,0.7898,-0.9705,-0.5476,11.81,35.86,63.3,288,-24.92,65.7,-16.65,20.29,-13.55,0.57,1,66.186,48° 9‘  48.5239‘‘ N,11° 33‘  32.1391‘‘ E,541.6,NaN,0,7.4,0,25-Apr,24005,2018-11-08 11:28:02:894
0.928,1.37,9.278,0.1535,2.1308,9.5711,0.7745,-0.7608,-0.2931,1.04,21.44,53.08,309,-20.24,66.02,-17.57,15.97,-12.68,-1.28,1,66.756,48° 9‘  48.5239‘‘ N,11° 33‘  32.1391‘‘ E,541.6,NaN,0,7.4,0,25-Apr,24254,2018-11-08 11:28:03:143
2.9,1.346,9.774,0.3963,1.8139,9.6293,2.5037,-0.4679,0.1447,8.94,17.17,-53.94,317,-13.22,65.26,-19.4,10.18,-10.59,-2.62,1,66.756,48° 9‘  48.5239‘‘ N,11° 33‘  32.1391‘‘ E,541.6,NaN,0,7.4,0,25-Apr,24504,2018-11-08 11:28:03:393
-0.355,-0.852,11.115,-0.4449,1.9257,9.6054,0.0899,-2.7777,1.5096,19.93,-56.95,-112.88,294,-8.78,65.03,-20.08,8.8,-12.76,4.29,1,65.671,48° 9‘  48.5239‘‘ N,11° 33‘  32.1391‘‘ E,541.6,NaN,0,7.4,0,25-Apr,24754,2018-11-08 11:28:03:643
-0.063,0.28,10.953,1.0696,1.6414,9.609,-1.1326,-1.3614,1.3441,-25.63,-32.59,-121.63,329,-4.18,65.43,-20.75,1.4,-9.64,-6.35,1,63.463,48° 9‘  48.3728‘‘ N,11° 33‘  32.6781‘‘ E,541.6,NaN,0,7.5,0,25-Apr,25005,2018-11-08 11:28:03:894
0.109,0.572,10.791,0.8488,1.8452,9.594,-0.7398,-1.2732,1.197,-7.78,-24.89,-63.46,322,-4.22,66.46,-21.03,1.96,-10.67,-4.46,1,66.19,48° 9‘  48.3728‘‘ N,11° 33‘  32.6781‘‘ E,541.6,NaN,0,7.5,0,25-Apr,25255,2018-11-08 11:28:04:144
-0.095,1.013,10.136,0.6469,1.3374,9.6935,-0.7419,-0.3244,0.4425,-20.24,15.98,-33.22,308,-7.85,68.29,-21.59,5.11,-8.3,-4.36,1,67.493,48° 9‘  48.3728‘‘ N,11° 33‘  32.6781‘‘ E,541.6,NaN,0,7.5,0,25-Apr,25505,2018-11-08 11:28:04:394
0.308,1.26,9.651,0.5977,1.0235,9.7348,-0.2897,0.2365,-0.0838,-4.42,6.88,-29.65,291,-11.67,70.08,-21.63,8.24,-6.06,-4.03,1,67.493,48° 9‘  48.3728‘‘ N,11° 33‘  32.6781‘‘ E,541.6,NaN,0,7.5,0,25-Apr,25755,2018-11-08 11:28:04:644
0.766,1.182,11.927,0.1807,1.1359,9.739,0.5853,0.0461,2.188,-1.55,2.61,1.36,270,-18.08,73.31,-21.63,13.17,-6.73,-1.11,1,64.351,48° 9‘  48.3316‘‘ N,11° 33‘  32.8567‘‘ E,541.6,NaN,0,7.6,0,25-Apr,26005,2018-11-08 11:28:04:894
-1.38,1.917,8.088,0.1547,2.1831,9.5593,-1.5347,-0.2661,-1.4713,33.16,-25.38,-6.48,265,-22.49,74.3,-21.43,15.97,-9.91,-0.27,1,63.547,48° 9‘  48.3316‘‘ N,11° 33‘  32.8567‘‘ E,541.6,NaN,0,7.6,0,25-Apr,26255,2018-11-08 11:28:05:144
-1.067,1.888,9.658,-0.1915,1.9729,9.6042,-0.8755,-0.0849,0.0538,-14.85,5.62,5.06,244,-28.21,73.5,-21.63,20.32,-11.61,1.14,1,60.787,48° 9‘  48.3316‘‘ N,11° 33‘  32.8567‘‘ E,541.6,NaN,0,7.6,0,25-Apr,26504,2018-11-08 11:28:05:393
-1.196,0.852,11.327,0.225,1.6413,9.6657,-1.421,-0.7893,1.6613,-21.22,-8.51,-14.67,251,-30.35,71.99,-21.19,21.8,-11.08,-0.31,1,60.787,48° 9‘  48.3316‘‘ N,11° 33‘  32.8567‘‘ E,541.6,NaN,0,7.6,0,25-Apr,26754,2018-11-08 11:28:05:643
-1.037,0.296,10.361,0.2297,1.6447,9.665,-1.2667,-1.3487,0.696,-12.68,6.11,-4.73,252,-31.95,69.56,-20.8,23.43,-9.65,-1.36,1,65.715,48° 9‘  48.3041‘‘ N,11° 33‘  33.0283‘‘ E,541.4,NaN,0,8,0,25-Mar,27005,2018-11-08 11:28:05:894
0.205,1.073,11.16,0.1702,1.4138,9.7027,0.1065,-0.4443,1.6994,7.61,0.37,43.91,256,-32.35,67.88,-20.24,24.23,-8.38,-1.05,1,67.378,48° 9‘  48.3041‘‘ N,11° 33‘  33.0283‘‘ E,541.4,NaN,0,8,0,25-Mar,27254,2018-11-08 11:28:06:143
-0.227,0.478,10.949,0.1062,1.3727,9.7095,-0.3332,-0.8947,1.2395,-32.49,1.29,39.15,258,-32.51,66.05,-19.84,25.64,-8.84,-0.57,1,67.081,48° 9‘  48.3041‘‘ N,11° 33‘  33.0283‘‘ E,541.4,NaN,0,8,0,25-Mar,27505,2018-11-08 11:28:06:394
-0.354,1.917,10.349,-0.1982,0.8729,9.7657,-0.1558,1.0441,0.5833,-36.13,-1.79,26.2,262,-32.03,65.69,-19.52,25.5,-6.18,0.86,1,67.081,48° 9‘  48.3041‘‘ N,11° 33‘  33.0283‘‘ E,541.4,NaN,0,8,0,25-Mar,27755,2018-11-08 11:28:06:644
-0.367,1.244,11.519,-1.0957,0.5764,9.7282,0.7287,0.6676,1.7908,10.83,-4.03,62.74,272,-30.71,67.17,-19.12,25.91,-3.37,6.43,1,68.108,48° 9‘  48.2492‘‘ N,11° 33‘  33.2172‘‘ E,541.3,NaN,0,8,0,25-Mar,28004,2018-11-08 11:28:06:893
-0.072,1.1,8.754,-0.8794,1.3657,9.6712,0.8074,-0.2657,-0.9172,1.11,-7.25,23.75,268,-28.88,68.17,-19,23.97,-7.44,6.23,1,67.269,48° 9‘  48.2492‘‘ N,11° 33‘  33.2172‘‘ E,541.3,NaN,0,8,0,25-Mar,28255,2018-11-08 11:28:07:144
-0.25,0.436,9.738,-0.6349,0.6247,9.7661,0.3849,-0.1887,-0.0281,-3.44,20.46,18.15,282,-25.57,70.04,-18.96,20.96,-3.65,3.72,1,69.013,48° 9‘  48.2492‘‘ N,11° 33‘  33.2172‘‘ E,541.3,NaN,0,8,0,25-Mar,28504,2018-11-08 11:28:07:393
1.588,0.591,10.467,0.1075,0.8386,9.7701,1.4805,-0.2476,0.6969,14.26,-5.85,-6.55,293,-23.14,71.59,-19.04,17.61,-4.38,0.73,1,67.69,48° 9‘  48.2492‘‘ N,11° 33‘  33.2172‘‘ E,541.3,NaN,0,8,0,25-Mar,28755,2018-11-08 11:28:07:644
0.206,1.288,8.325,0.4261,1.2235,9.7207,-0.2201,0.0645,-1.3957,1.11,-9.98,-3.68,293,-19.64,73.15,-19.56,14.29,-7.17,-2.51,1,67.69,48° 9‘  48.2217‘‘ N,11° 33‘  33.4094‘‘ E,541.3,NaN,0,8,0,25-Mar,29005,2018-11-08 11:28:07:894
1.061,1.434,10.016,0.4725,1.2509,9.7151,0.5885,0.1831,0.3009,5.09,9.26,-5.29,292,-18.16,73.94,-19.96,12.46,-6.92,-3.37,1,64.988,48° 9‘  48.2217‘‘ N,11° 33‘  33.4094‘‘ E,541.3,NaN,0,8,0,25-Mar,29254,2018-11-08 11:28:08:143
0.196,1.751,8.866,-0.1115,1.4198,9.7027,0.3075,0.3312,-0.8367,3.48,-1.58,4.57,274,-16.49,74.06,-20.63,12.03,-8.32,0.66,1,67.373,48° 9‘  48.2217‘‘ N,11° 33‘  33.4094‘‘ E,541.3,NaN,0,8,0,25-Mar,29505,2018-11-08 11:28:08:394
0.47,1.136,9.651,0.022,1.2977,9.7204,0.448,-0.1617,-0.0694,3.34,-1.37,-1.58,268,-15.85,74.1,-20.75,11.88,-7.89,0.05,1,67.906,48° 9‘  48.2217‘‘ N,11° 33‘  33.4094‘‘ E,541.3,NaN,0,8,0,25-Mar,29755,2018-11-08 11:28:08:644
-0.537,1.139,11.839,0.4154,0.8781,9.7584,-0.9524,0.2609,2.0806,-17.37,-26.99,-4.94,289,-15.73,74.06,-21.03,11.28,-5.14,-2.44,1,66.467,48° 9‘  48.1805‘‘ N,11° 33‘  33.5983‘‘ E,541.4,NaN,0,8,0,25-Mar,30004,2018-11-08 11:28:08:893
-0.714,1.023,8.118,0.1766,1.4167,9.7022,-0.8906,-0.3937,-1.5842,-5.61,6.46,-16.49,261,-16.37,74.02,-20.99,11.32,-7.72,-1.99,1,66.467,48° 9‘  48.1805‘‘ N,11° 33‘  33.5983‘‘ E,541.4,NaN,0,8,0,25-Mar,30254,2018-11-08 11:28:09:143
0.013,1.39,10.481,-0.089,0.8688,9.7677,0.102,0.5212,0.7133,6.42,7.23,34.46,273,-17.09,73.86,-20.92,12.82,-5.08,0.52,1,67.048,48° 9‘  48.1805‘‘ N,11° 33‘  33.5983‘‘ E,541.4,NaN,0,8,0,25-Mar,30505,2018-11-08 11:28:09:394
0.923,1.053,9.3,-0.2587,1.1784,9.7322,1.1817,-0.1254,-0.4322,10.2,6.67,25.85,265,-16.89,73.82,-20.47,13.07,-6.44,1.68,1,63.725,48° 9‘  48.1805‘‘ N,11° 33‘  33.5983‘‘ E,541.4,NaN,0,8,0,25-Mar,30755,2018-11-08 11:28:09:644
-0.472,1.637,8.951,-0.139,1.2325,9.7279,-0.333,0.4045,-0.7769,11.11,7.51,-4.66,265,-16.65,73.62,-20.44,12.79,-6.97,0.63,1,66.811,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,25-Mar,31005,2018-11-08 11:28:09:894
-2.315,1.604,14.17,-0.9946,1.5223,9.6366,-1.3204,0.0817,4.5334,24.9,104.25,55.46,263,-16.61,73.62,-20.2,13.27,-8.29,2.7,1,66.811,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,25-Mar,31255,2018-11-08 11:28:10:144
-3.375,-1.087,10.054,0.1151,0.9253,9.7622,-3.4901,-2.0123,0.2918,-72.74,-100.21,2.76,261,-15.34,72.82,-20.24,11.2,-5.41,-0.68,1,67.024,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,25-Mar,31505,2018-11-08 11:28:10:394
0.738,0.092,-0.033,-0.6388,2.4168,9.4827,1.3768,-2.3248,-9.5157,93.08,-34.97,23.4,238,-14.02,72.35,-20.27,11.42,-8.27,2.78,1,66.349,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,25-Mar,31754,2018-11-08 11:28:10:643
-2.315,2.884,19.843,-1.4721,2.8596,9.2642,-0.8429,0.0244,10.5788,-72.39,71.28,4.08,256,-11.34,70.12,-20.12,10.97,-16.95,9.03,1,64.206,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,32006,2018-11-08 11:28:10:895
-1.319,2.228,8.08,-0.82,0.4629,9.7613,-0.499,1.7651,-1.6813,-104.94,62.81,-34.97,255,-9.34,69.25,-20.08,9.27,-7.52,7.6,1,65.139,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,32254,2018-11-08 11:28:11:143
1.114,0.762,0.793,-1.1848,1.6797,9.5888,2.2988,-0.9177,-8.7958,51.99,19.9,14.02,242,-8.11,68.97,-19.76,8.23,-8.86,6.72,1,65.139,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,32504,2018-11-08 11:28:11:393
-2.105,1.924,17.01,-1.6355,2.3565,9.3778,-0.4695,-0.4325,7.6322,-64.13,105.86,-82.71,255,-6.73,67.9,-19.8,7.49,-15.99,6.7,1,59.604,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,32754,2018-11-08 11:28:11:643
-1.418,0.073,6.004,-2.0577,0.1727,9.5868,0.6397,-0.0997,-3.5828,-23.32,42.58,-31.4,266,-5.77,68.22,-19.16,8.04,-1.24,11.47,1,46.846,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,33004,2018-11-08 11:28:11:893
-1.527,0.21,1.713,-3.1791,0.3885,9.2689,1.6521,-0.1785,-7.5559,24.83,-53.59,5.34,288,-4.68,68.62,-18.92,9.12,-1.08,19.75,1,58.477,48° 9‘  48.1119‘‘ N,11° 33‘  33.8695‘‘ E,542,NaN,5.39,8,114.99,0 / 25,33254,2018-11-08 11:28:12:143
